file_date,latitude,longitude,time,xco2
12/07/2023,21.468775,108.001335,11:12.3,418.4453
12/07/2023,21.496607,108.00406,11:12.6,416.5809
12/07/2023,21.516743,107.99933,11:12.9,418.75534
12/07/2023,21.501446,107.98444,11:13.0,412.78366
12/07/2023,21.493881,107.976906,11:13.0,414.6854
12/07/2023,21.521568,107.979744,11:13.3,413.66705
12/07/2023,21.513998,107.97222,11:13.4,415.51794
12/07/2023,21.506475,107.96464,11:13.4,419.12357
12/07/2023,21.534117,107.96755,11:13.7,408.15887
21/09/2023,20.605093,106.61747,17:03.9,420.39297
21/09/2023,20.615482,106.6143,17:04.3,418.28824
21/09/2023,20.605837,106.615944,17:04.3,419.4863
21/09/2023,20.596169,106.61749,17:04.3,420.72336
21/09/2023,20.645048,106.60771,17:04.6,418.59763
21/09/2023,20.61615,106.61267,17:04.6,417.55026
21/09/2023,20.60656,106.61414,17:04.7,418.8433
21/09/2023,20.59693,106.61554,17:04.7,420.07208
21/09/2023,20.665028,106.603065,17:04.9,418.74277
21/09/2023,20.616913,106.61096,17:05.0,417.04858
21/09/2023,20.607271,106.61228,17:05.1,418.79163
21/09/2023,20.597612,106.61351,17:05.1,419.49188
21/09/2023,20.685007,106.59846,17:05.2,418.45276
21/09/2023,20.67542,106.60021,17:05.3,418.47235
21/09/2023,20.66578,106.6019,17:05.3,419.45938
21/09/2023,20.617598,106.60895,17:05.4,416.21164
21/09/2023,20.704987,106.59385,17:05.6,417.20685
21/09/2023,20.6954,106.59561,17:05.6,417.77457
21/09/2023,20.68576,106.5973,17:05.6,417.96243
21/09/2023,20.676098,106.59889,17:05.6,418.41464
21/09/2023,20.66651,106.600395,17:05.7,418.85904
21/09/2023,20.724974,106.589226,17:05.9,416.98553
21/09/2023,20.715391,106.590996,17:05.9,417.32242
21/09/2023,20.705753,106.59269,17:05.9,417.95172
21/09/2023,20.69609,106.59429,17:06.0,418.52335
21/09/2023,20.686504,106.595795,17:06.0,418.07236
21/09/2023,20.676878,106.59721,17:06.0,417.9657
21/09/2023,20.66724,106.59855,17:06.1,418.37036
21/09/2023,20.744965,106.5846,17:06.2,415.99606
21/09/2023,20.735382,106.58638,17:06.3,413.05206
21/09/2023,20.706497,106.5912,17:06.3,417.83276
21/09/2023,20.696873,106.59263,17:06.4,418.31024
21/09/2023,20.687237,106.59396,17:06.4,417.91693
21/09/2023,20.677582,106.59522,17:06.4,418.9065
21/09/2023,20.764954,106.57998,17:06.6,418.6672
21/09/2023,20.755373,106.581764,17:06.6,419.0547
21/09/2023,20.736086,106.585075,17:06.6,413.57367
21/09/2023,20.707262,106.58935,17:06.7,417.37866
21/09/2023,20.697613,106.5906,17:06.7,417.25827
21/09/2023,20.785015,106.575264,17:06.9,412.5678
21/09/2023,20.775442,106.57705,17:06.9,416.37662
21/09/2023,20.765812,106.57875,17:06.9,418.50174
21/09/2023,20.756159,106.58037,17:07.0,418.6074
21/09/2023,20.805086,106.57054,17:07.2,416.65335
21/09/2023,20.776234,106.57566,17:07.3,415.73596
21/09/2023,20.766659,106.57719,17:07.3,417.9344
21/09/2023,20.757042,106.57862,17:07.4,418.34003
21/09/2023,20.825157,106.56582,17:07.6,417.71487
21/09/2023,20.815586,106.56761,17:07.6,417.46585
21/09/2023,20.805962,106.56933,17:07.6,416.82874
21/09/2023,20.796314,106.57096,17:07.6,411.42303
21/09/2023,20.767508,106.575294,17:07.7,418.1153
21/09/2023,20.845266,106.561104,17:07.9,408.5211
21/09/2023,20.835701,106.562904,17:07.9,410.79306
21/09/2023,20.826078,106.56463,17:07.9,417.39307
21/09/2023,20.816431,106.56627,17:08.0,417.27716
21/09/2023,20.806862,106.56781,17:08.0,416.08243
21/09/2023,20.777988,106.57191,17:08.1,415.8661
21/09/2023,20.865381,106.5564,17:08.2,415.8661
21/09/2023,20.855816,106.558205,17:08.3,416.21738
21/09/2023,20.83655,106.561584,17:08.3,412.46225
21/09/2023,20.82698,106.563126,17:08.3,417.05188
21/09/2023,20.817371,106.56458,17:08.4,416.99115
21/09/2023,20.807749,106.565956,17:08.4,416.73816
21/09/2023,20.79811,106.567245,17:08.4,415.77557
21/09/2023,20.885496,106.55169,17:08.6,415.40503
21/09/2023,20.875933,106.553505,17:08.6,415.47195
21/09/2023,20.866312,106.555244,17:08.6,415.60107
21/09/2023,20.856667,106.55689,17:08.6,416.49078
21/09/2023,20.847097,106.55844,17:08.7,411.7255
21/09/2023,20.837488,106.55991,17:08.7,412.7789
21/09/2023,20.827866,106.561295,17:08.7,416.30304
21/09/2023,20.818226,106.562584,17:08.7,416.3717
21/09/2023,20.9056,106.546974,17:08.9,417.85333
21/09/2023,20.896036,106.548805,17:08.9,416.2455
21/09/2023,20.886415,106.550545,17:08.9,415.76315
21/09/2023,20.876772,106.55221,17:09.0,415.65848
21/09/2023,20.867203,106.553764,17:09.0,416.7822
21/09/2023,20.857595,106.55524,17:09.0,416.67383
21/09/2023,20.838335,106.55792,17:09.1,412.7805
21/09/2023,20.91614,106.5441,17:09.3,417.2221
21/09/2023,20.90652,106.54585,17:09.3,417.39008
21/09/2023,20.896877,106.547516,17:09.3,416.50815
21/09/2023,20.88731,106.54908,17:09.3,415.8165
21/09/2023,20.877703,106.55056,17:09.4,415.81168
21/09/2023,20.868082,106.551956,17:09.4,416.0865
21/09/2023,20.858444,106.55326,17:09.4,416.09564
21/09/2023,20.916988,106.54282,17:09.6,416.7303
21/09/2023,20.907427,106.544395,17:09.7,416.48898
21/09/2023,20.897823,106.54588,17:09.7,416.82562
21/09/2023,20.88821,106.54728,17:09.7,415.63354
21/09/2023,20.878576,106.54859,17:09.7,414.93564
21/09/2023,20.965954,106.53284,17:09.9,415.75635
21/09/2023,20.956396,106.53468,17:09.9,411.74136
21/09/2023,20.917986,106.54119,17:10.0,415.05862
21/09/2023,20.908373,106.542595,17:10.1,415.73697
21/09/2023,20.89874,106.54392,17:10.1,416.51483
21/09/2023,20.986109,106.528114,17:10.2,416.5465
21/09/2023,20.976555,106.52996,17:10.3,415.1508
21/09/2023,20.966944,106.53174,17:10.3,414.812
21/09/2023,20.957308,106.53342,17:10.3,413.18033
21/09/2023,20.918903,106.539246,17:10.4,412.61295
21/09/2023,21.006266,106.52339,17:10.6,416.76395
21/09/2023,20.996712,106.525246,17:10.6,417.41113
21/09/2023,20.9871,106.52703,17:10.6,415.88376
21/09/2023,20.977459,106.528725,17:10.6,414.3864
21/09/2023,20.967896,106.53032,17:10.7,414.1555
21/09/2023,20.958292,106.53183,17:10.7,414.64432
21/09/2023,21.016808,106.52058,17:10.9,417.21722
21/09/2023,21.007193,106.52236,17:10.9,418.04675
21/09/2023,20.997553,106.52406,17:11.0,417.7259
21/09/2023,20.98799,106.525665,17:11.0,416.01474
21/09/2023,20.978386,106.52718,17:11.0,411.3539
21/09/2023,20.968771,106.52862,17:11.1,412.83392
21/09/2023,20.959135,106.52996,17:11.1,415.10556
21/09/2023,21.036898,106.51591,17:11.3,417.5015
21/09/2023,21.027285,106.5177,17:11.3,417.12762
21/09/2023,21.017647,106.51941,17:11.3,417.85043
21/09/2023,21.008085,106.52102,17:11.3,417.87354
21/09/2023,20.998482,106.522545,17:11.4,417.55624
21/09/2023,20.988867,106.52398,17:11.4,414.51556
21/09/2023,20.979233,106.52533,17:11.4,410.3163
21/09/2023,21.066545,106.50935,17:11.6,417.9003
21/09/2023,21.05699,106.51124,17:11.6,418.7841
21/09/2023,21.047377,106.51304,17:11.6,419.10217
21/09/2023,21.037739,106.51474,17:11.6,417.38647
21/09/2023,21.028175,106.51635,17:11.7,417.6631
21/09/2023,21.018574,106.51787,17:11.7,417.26428
21/09/2023,20.999323,106.52065,17:11.7,418.08603
21/09/2023,21.077065,106.506454,17:11.9,417.74716
21/09/2023,21.067451,106.508255,17:11.9,418.00385
21/09/2023,21.057816,106.50997,17:12.0,418.64594
21/09/2023,21.048254,106.51158,17:12.0,418.33304
21/09/2023,21.07789,106.505196,17:12.3,417.1516
21/09/2023,21.06833,106.50681,17:12.3,419.1594
21/09/2023,21.05873,106.50835,17:12.4,418.63562
21/09/2023,21.049116,106.509796,17:12.4,418.40546
21/09/2023,21.117212,106.49688,17:12.6,417.3134
21/09/2023,21.078817,106.5036,17:12.7,417.2671
21/09/2023,21.069206,106.50506,17:12.7,419.15616
21/09/2023,21.059578,106.50644,17:12.7,418.1096
21/09/2023,21.118078,106.4957,17:13.0,413.80145
21/09/2023,21.079689,106.50173,17:13.1,413.59738
21/09/2023,21.119036,106.49418,17:13.4,411.83182
23/09/2023,20.787363,107.41573,05:10.3,420.81567
23/09/2023,20.784319,107.41477,05:10.7,420.3411
23/09/2023,20.88012,107.390915,05:12.0,419.58496
23/09/2023,20.909565,107.383995,05:12.3,419.8017
23/09/2023,20.906656,107.38342,05:12.7,419.46082
23/09/2023,21.016047,107.35733,05:13.6,417.9781
23/09/2023,21.034744,107.35263,05:13.9,416.98972
23/09/2023,21.024002,107.355034,05:13.9,417.20428
23/09/2023,21.013203,107.35738,05:13.9,417.26715
23/09/2023,21.05327,107.34775,05:14.2,416.93655
23/09/2023,21.04256,107.3502,05:14.3,416.61554
23/09/2023,21.031864,107.352684,05:14.3,418.2803
23/09/2023,21.021036,107.35497,05:14.3,418.44455
23/09/2023,21.010221,107.35709,05:14.3,418.5221
23/09/2023,21.071676,107.34281,05:14.6,416.90402
23/09/2023,21.061108,107.345436,05:14.6,417.3073
23/09/2023,21.050402,107.347916,05:14.6,416.97897
23/09/2023,21.039595,107.350235,05:14.6,415.5779
23/09/2023,21.029047,107.35267,05:14.7,418.1881
23/09/2023,21.018072,107.3546,05:14.7,419.67224
23/09/2023,21.007158,107.35654,05:14.7,419.6097
23/09/2023,21.068903,107.3431,05:14.9,417.3518
23/09/2023,21.058233,107.34559,05:15.0,417.0499
23/09/2023,21.047451,107.34776,05:15.0,415.71902
23/09/2023,21.036556,107.34979,05:15.0,416.55136
23/09/2023,21.025917,107.35204,05:15.1,417.79144
23/09/2023,21.015068,107.35401,05:15.1,419.32062
23/09/2023,21.06591,107.342865,05:15.3,418.1348
23/09/2023,21.055265,107.34517,05:15.4,416.42365
23/09/2023,21.044394,107.34716,05:15.4,416.65845
23/09/2023,21.033638,107.34922,05:15.4,419.33334
23/09/2023,21.073738,107.34021,05:15.7,415.22623
23/09/2023,21.062843,107.34218,05:15.7,417.98608
23/09/2023,21.052153,107.34432,05:15.7,416.08493
23/09/2023,21.070597,107.339355,05:16.1,418.22363
23/09/2023,21.164679,107.31885,05:16.2,420.88123
23/09/2023,21.154146,107.321526,05:16.3,420.95285
23/09/2023,21.143099,107.32363,05:16.3,415.42352
23/09/2023,21.183079,107.31372,05:16.6,412.8892
23/09/2023,21.161709,107.318756,05:16.6,420.22247
23/09/2023,21.151278,107.321526,05:16.6,420.43265
23/09/2023,21.140131,107.32331,05:16.7,416.27545
23/09/2023,21.180277,107.31384,05:16.9,416.46378
23/09/2023,21.169697,107.31645,05:17.0,418.99707
23/09/2023,21.158588,107.318275,05:17.0,420.76553
23/09/2023,21.148186,107.32088,05:17.0,418.8712
23/09/2023,21.137016,107.32256,05:17.1,415.0849
23/09/2023,21.177431,107.31362,05:17.3,418.07855
23/09/2023,21.166618,107.31576,05:17.4,420.28055
23/09/2023,21.155613,107.31762,05:17.4,418.99026
23/09/2023,21.144833,107.31968,05:17.4,418.09955
23/09/2023,21.238478,107.298416,05:17.6,419.3379
23/09/2023,21.227854,107.30101,05:17.6,416.75528
23/09/2023,21.174465,107.31289,05:17.7,419.42307
23/09/2023,21.163513,107.314766,05:17.7,418.34427
23/09/2023,21.257765,107.29417,05:17.9,419.69308
23/09/2023,21.247,107.29659,05:17.9,418.4503
23/09/2023,21.235699,107.29842,05:17.9,418.91846
23/09/2023,21.224924,107.30083,05:18.0,414.4104
23/09/2023,21.275623,107.28828,05:18.2,419.10605
23/09/2023,21.2653,107.29124,05:18.3,419.43484
23/09/2023,21.255102,107.29435,05:18.3,421.83072
23/09/2023,21.232807,107.29816,05:18.3,419.65692
23/09/2023,21.294476,107.28372,05:18.6,417.9578
23/09/2023,21.283747,107.286224,05:18.6,419.31262
23/09/2023,21.272837,107.288536,05:18.6,419.59177
23/09/2023,21.262451,107.291405,05:18.6,420.35898
23/09/2023,21.240767,107.295715,05:18.7,420.0182
23/09/2023,21.22981,107.297676,05:18.7,417.4297
23/09/2023,21.302582,107.28166,05:18.9,416.60828
23/09/2023,21.291721,107.28403,05:18.9,418.414
23/09/2023,21.280825,107.28632,05:19.0,419.87054
23/09/2023,21.27002,107.28854,05:19.0,418.15427
23/09/2023,21.259668,107.29124,05:19.0,421.24033
23/09/2023,21.237635,107.29499,05:19.1,420.4944
23/09/2023,21.332016,107.27443,05:19.2,420.48062
23/09/2023,21.321247,107.276886,05:19.3,420.58136
23/09/2023,21.299822,107.28192,05:19.3,417.0972
23/09/2023,21.28872,107.2838,05:19.3,420.12082
23/09/2023,21.2778,107.285866,05:19.4,419.62482
23/09/2023,21.26714,107.288155,05:19.4,418.98196
23/09/2023,21.351233,107.2702,05:19.6,421.35065
23/09/2023,21.340094,107.27223,05:19.6,419.31973
23/09/2023,21.329165,107.27453,05:19.6,420.12378
23/09/2023,21.318285,107.27685,05:19.6,419.9505
23/09/2023,21.307339,107.27891,05:19.7,418.8685
23/09/2023,21.296785,107.28138,05:19.7,418.66815
23/09/2023,21.285637,107.28314,05:19.7,418.8884
23/09/2023,21.27459,107.28497,05:19.7,419.16547
23/09/2023,21.358643,107.26725,05:19.9,419.68756
23/09/2023,21.348103,107.26999,05:19.9,420.19153
23/09/2023,21.337084,107.27215,05:20.0,420.53268
23/09/2023,21.325998,107.274055,05:20.0,420.3442
23/09/2023,21.315374,107.27646,05:20.0,419.93433
23/09/2023,21.30437,107.27839,05:20.1,420.23114
23/09/2023,21.293558,107.28047,05:20.1,419.6892
23/09/2023,21.376791,107.26182,05:20.3,419.8207
23/09/2023,21.35577,107.26736,05:20.3,420.83673
23/09/2023,21.34503,107.26966,05:20.3,419.49237
23/09/2023,21.333881,107.2715,05:20.4,417.86417
23/09/2023,21.322948,107.27351,05:20.4,418.71033
23/09/2023,21.37416,107.26231,05:20.6,419.33365
23/09/2023,21.36331,107.264496,05:20.7,420.15552
23/09/2023,21.353111,107.26738,05:20.7,419.22977
23/09/2023,21.330696,107.27078,05:20.7,418.4523
23/09/2023,21.42475,107.24965,05:20.9,420.34045
23/09/2023,21.371494,107.26234,05:21.0,418.81223
23/09/2023,21.360544,107.26435,05:21.1,419.5383
23/09/2023,21.350021,107.26677,05:21.1,420.6297
23/09/2023,21.432657,107.2474,05:21.3,420.28845
23/09/2023,21.368423,107.26174,05:21.4,419.9642
23/09/2023,21.462282,107.24032,05:21.6,419.67474
23/09/2023,21.451496,107.242805,05:21.6,420.58914
23/09/2023,21.429897,107.247734,05:21.6,420.39816
23/09/2023,21.448498,107.24289,05:22.0,420.7526
23/09/2023,21.437786,107.245255,05:22.0,420.3272
23/09/2023,21.445696,107.24281,05:22.4,419.37772
23/09/2023,21.434599,107.24469,05:22.4,419.36786
