file_date,latitude,longitude,time,xco2
05/09/2020,20.246082,106.36115,11:08.3,407.6598
05/09/2020,20.235472,106.361176,11:08.3,408.42023
05/09/2020,20.224945,106.36109,11:08.3,407.52884
05/09/2020,20.203793,106.36065,11:08.4,409.94058
05/09/2020,20.193192,106.3603,11:08.4,409.4873
05/09/2020,20.28581,106.35612,11:08.6,404.38498
05/09/2020,20.254087,106.356514,11:08.6,407.46994
05/09/2020,20.243559,106.35646,11:08.7,407.83368
05/09/2020,20.23298,106.35629,11:08.7,408.0827
05/09/2020,20.21179,106.355705,11:08.7,409.4133
05/09/2020,20.304413,106.35146,11:08.9,405.2214
05/09/2020,20.240995,106.35145,11:09.1,407.18073
05/09/2020,20.23039,106.35111,11:09.1,407.60043
05/09/2020,20.301903,106.347206,11:09.3,406.8033
05/09/2020,20.291288,106.34726,11:09.3,404.19144
05/09/2020,20.280756,106.34721,11:09.3,407.7513
05/09/2020,20.248991,106.34651,11:09.4,408.8378
05/09/2020,20.30991,106.342514,11:09.6,409.2227
05/09/2020,20.29938,106.34247,11:09.7,407.07077
05/09/2020,20.288807,106.34232,11:09.7,406.6771
05/09/2020,20.278223,106.34209,11:09.7,407.81583
05/09/2020,20.339153,106.33767,11:09.9,406.47125
05/09/2020,20.32854,106.33773,11:10.0,404.24414
05/09/2020,20.31801,106.337685,11:10.0,406.7907
05/09/2020,20.307438,106.337555,11:10.0,407.84137
05/09/2020,20.296852,106.337326,11:10.1,407.37076
05/09/2020,20.28625,106.337006,11:10.1,409.21063
05/09/2020,20.357784,106.33287,11:10.3,405.87625
05/09/2020,20.336641,106.33291,11:10.3,407.81873
05/09/2020,20.326067,106.33279,11:10.4,407.86688
05/09/2020,20.304878,106.33225,11:10.4,407.4806
05/09/2020,20.376408,106.32805,11:10.6,403.91312
05/09/2020,20.365795,106.328125,11:10.6,405.7158
05/09/2020,20.334103,106.32777,11:10.7,408.57614
05/09/2020,20.39503,106.32321,11:10.9,406.67288
05/09/2020,20.373884,106.32328,11:11.0,403.3993
05/09/2020,20.43476,106.31791,11:11.2,398.24924
05/09/2020,20.403036,106.318474,11:11.3,408.22757
05/09/2020,20.442894,106.31332,11:11.6,405.1089
05/09/2020,20.432312,106.313515,11:11.6,398.83786
05/09/2020,20.411177,106.31361,11:11.7,407.07526
05/09/2020,20.400606,106.31351,11:11.7,406.9729
05/09/2020,20.451,106.308624,11:11.9,400.2217
05/09/2020,20.440392,106.30873,11:12.0,406.4448
05/09/2020,20.429865,106.30874,11:12.0,403.34344
05/09/2020,20.419292,106.30865,11:12.0,406.64108
05/09/2020,20.448551,106.30387,11:12.3,406.83875
05/09/2020,20.43798,106.30379,11:12.4,407.4914
05/09/2020,20.427397,106.30361,11:12.4,408.6995
05/09/2020,20.416794,106.30335,11:12.4,406.068
05/09/2020,20.446012,106.29891,11:12.7,407.19995
05/09/2020,20.435404,106.29867,11:12.7,408.83606
05/09/2020,20.549625,106.27498,11:14.4,406.82907
05/09/2020,20.671843,106.246025,11:16.3,403.12906
05/09/2020,20.669346,106.241295,11:16.7,407.816
05/09/2020,20.937649,106.1884,11:20.2,405.6978
05/09/2020,20.930016,106.17621,11:21.4,404.44684
05/09/2020,20.937973,106.17138,11:21.7,404.5781
05/09/2020,21.147306,106.12669,11:24.6,404.98804
05/09/2020,21.144676,106.12248,11:25.0,405.06744
30/09/2020,21.019447,107.23767,05:21.6,413.08435
30/09/2020,20.997152,107.24317,05:21.6,411.79803
30/09/2020,21.037235,107.23196,05:21.9,412.14258
30/09/2020,21.026672,107.235306,05:21.9,412.0577
30/09/2020,21.016012,107.238556,05:21.9,412.96494
30/09/2020,21.004622,107.24103,05:22.0,411.76328
30/09/2020,21.023632,107.23657,05:22.3,412.44302
30/09/2020,21.012554,107.2392,05:22.3,412.50748
30/09/2020,21.001749,107.24208,05:22.4,412.52893
30/09/2020,21.020714,107.23758,05:22.7,412.15237
30/09/2020,20.99822,107.24231,05:22.7,412.0963
30/09/2020,21.027784,107.23483,05:23.1,412.23267
30/09/2020,21.017149,107.237785,05:23.1,411.9983
30/09/2020,21.301245,107.16253,05:27.3,406.86337
30/09/2020,21.341488,107.15128,05:27.6,412.20694
30/09/2020,21.308962,107.16052,05:27.7,408.78214
30/09/2020,21.360096,107.146324,05:27.9,412.3526
30/09/2020,21.338291,107.1525,05:28.0,410.42178
30/09/2020,21.30572,107.161224,05:28.1,408.92798
30/09/2020,21.353897,107.1486,05:28.7,412.1555
30/09/2020,21.342852,107.15129,05:28.7,411.73206
30/09/2020,21.331726,107.153854,05:28.7,410.92557
30/09/2020,21.361584,107.14653,05:29.1,412.04047
23/10/2020,21.468355,107.99391,11:00.9,415.1498
23/10/2020,21.488445,107.98912,11:01.2,414.78506
23/10/2020,21.508547,107.98431,11:01.6,414.65573
23/10/2020,21.528654,107.97948,11:01.9,413.50238
23/10/2020,21.519756,107.98373,11:01.9,413.93533
23/10/2020,21.51079,107.98791,11:01.9,414.33542
23/10/2020,21.501783,107.99201,11:02.0,414.8099
23/10/2020,21.49283,107.996,11:02.0,414.40866
23/10/2020,21.539867,107.9789,11:02.3,412.65128
23/10/2020,21.530901,107.983086,11:02.3,413.68942
23/10/2020,21.521896,107.9872,11:02.3,413.90704
23/10/2020,21.512945,107.99119,11:02.3,413.90067
23/10/2020,21.541954,107.98242,11:02.6,413.42957
23/10/2020,21.532999,107.98642,11:02.7,413.46875
23/10/2020,21.523987,107.99035,11:02.7,413.3659
23/10/2020,21.514946,107.994194,11:02.7,414.4222
23/10/2020,21.505869,107.997955,11:02.7,415.53842
23/10/2020,21.534985,107.98945,11:03.1,413.24234
23/10/2020,21.52591,107.99321,11:03.1,414.0942
