file_date,latitude,longitude,time,xco2
23/06/2022,21.382896,107.9725,11:07.1,418.14935
23/06/2022,21.53255,108.00704,11:08.6,414.83188
23/06/2022,21.5181,107.99094,11:08.6,415.39777
23/06/2022,21.510935,107.98274,11:08.6,418.46252
23/06/2022,21.50389,107.97454,11:08.7,419.43176
23/06/2022,21.545383,107.99438,11:08.9,412.5984
23/06/2022,21.538162,107.986275,11:08.9,418.30453
23/06/2022,21.530987,107.97809,11:09.0,416.91394
25/07/2022,21.368315,107.92686,11:26.6,420.87695
25/07/2022,21.371408,107.91009,11:26.9,419.29614
25/07/2022,21.37466,107.89305,11:27.3,418.84192
25/07/2022,21.529188,107.88842,11:29.2,420.7275
25/07/2022,21.520647,107.882576,11:29.3,419.902
25/07/2022,21.549255,107.88369,11:29.6,421.02972
25/07/2022,21.540709,107.87787,11:29.6,419.7848
25/07/2022,21.53216,107.87193,11:29.6,420.033
25/07/2022,21.569292,107.87901,11:29.9,418.64743
25/07/2022,21.560743,107.87321,11:29.9,419.0721
25/07/2022,21.552189,107.86729,11:29.9,418.09744
25/07/2022,21.543663,107.861275,11:30.0,419.98035
25/07/2022,21.535255,107.855225,11:30.0,419.97803
25/07/2022,21.526863,107.84909,11:30.0,421.2323
25/07/2022,21.58934,107.87435,11:30.2,417.80222
25/07/2022,21.58078,107.868546,11:30.3,419.9707
25/07/2022,21.572218,107.86264,11:30.3,419.04065
25/07/2022,21.563688,107.856636,11:30.3,417.4399
25/07/2022,21.555275,107.8506,11:30.3,419.05457
25/07/2022,21.546875,107.84448,11:30.4,418.59708
25/07/2022,21.609415,107.86963,11:30.6,418.5613
25/07/2022,21.600857,107.86382,11:30.6,417.787
25/07/2022,21.592297,107.85792,11:30.6,417.84277
25/07/2022,21.583765,107.85192,11:30.6,418.5355
25/07/2022,21.575352,107.84589,11:30.7,418.6104
25/07/2022,21.566954,107.83977,11:30.7,418.5688
25/07/2022,21.558592,107.83358,11:30.7,419.36325
25/07/2022,21.629519,107.86484,11:30.9,419.13956
25/07/2022,21.620968,107.859055,11:30.9,417.621
